nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt_	shrsOrPrnAmt_	investmentDiscretion	votingAuthority_Sole	votingAuthority_Shared	votingAuthority_None
NAVIGANT CONSULTING INC 	COM	63935N107	291	14933	SH	DFND	14933	0	0
NAVIGATOR HOLDINGS LTD 	SHS	Y62132108	485	44100	SH	DFND	44100	0	0
NAVISTAR INTL CORP NEW 	COM	63934E108	643	19918	SH	DFND	19918	0	0
NAVISTAR INTL CORP NEW 	COM	63934E108	1292	40000	SH	DFND	40000	0	0
NAVISTAR INTL CORP NEW 	COM	63934E108	2545	78800	SH	DFND	78800	0	0
NCR CORP NEW 	COM	62886E108	139	5100	SH	DFND	5100	0	0
NCR CORP NEW 	COM	62886E108	16832	616800	SH	DFND	616800	0	0
NEENAH INC 	COM	640079109	496	7706	SH	DFND	7706	0	0
NEENAH INC 	COM	640079109	3218	50000	SH	DFND	50000	0	0
NEKTAR THERAPEUTICS 	COM	640268108	208	6200	SH	DFND	6200	0	0
NELNET INC 	CL A	64031N108	90	1637	SH	DFND	1637	0	0
NELNET INC 	CL A	64031N108	165	3000	SH	DFND	3000	0	0
NEOGENOMICS INC 	COM NEW	64049M209	328	16048	SH	DFND	16048	0	0
NEOGENOMICS INC 	COM NEW	64049M209	307	15000	SH	DFND	15000	0	0
NETAPP INC 	COM	64110D104	1650	23800	SH	DFND	23800	0	0
NETEASE INC 	SPONSORED ADR	64110W102	97	400	SH	DFND	400	0	0
NETEASE INC 	SPONSORED ADR	64110W102	8499	35200	SH	DFND	35200	0	0
NETFLIX INC 	COM	64110L106	8626	24192	SH	DFND	24192	0	0
NETFLIX INC 	COM	64110L106	129431	363000	SH	DFND	363000	0	0
NETFLIX INC 	COM	64110L106	223670	627300	SH	DFND	627300	0	0
NETGEAR INC 	COM	64111Q104	575	17368	SH	DFND	17368	0	0
NETGEAR INC 	COM	64111Q104	477	14400	SH	DFND	14400	0	0
NETGEAR INC 	COM	64111Q104	2014	60800	SH	DFND	60800	0	0
NETSOL TECHNOLOGIES INC 	COM PAR $.001	64115A402	316	48500	SH	DFND	48500	0	0
NEUROCRINE BIOSCIENCES INC 	COM	64125C109	4586	52058	SH	DFND	52058	0	0
NEUROCRINE BIOSCIENCES INC 	COM	64125C109	9391	106600	SH	DFND	106600	0	0
NEVRO CORP 	COM	64157F103	329	5264	SH	DFND	5264	0	0
NEVRO CORP 	COM	64157F103	2619	41900	SH	DFND	41900	0	0
NEVRO CORP 	COM	64157F103	6857	109700	SH	DFND	109700	0	0
NEW RELIC INC 	COM	64829B100	2282	23116	SH	DFND	23116	0	0
NEW RELIC INC 	COM	64829B100	39	400	SH	DFND	400	0	0
NEW RELIC INC 	COM	64829B100	9268	93900	SH	DFND	93900	0	0
NEW RESIDENTIAL INVT CORP 	COM NEW	64828T201	886	52400	SH	DFND	52400	0	0
NEW RESIDENTIAL INVT CORP 	COM NEW	64828T201	179	10600	SH	DFND	10600	0	0
NEW YORK CMNTY BANCORP INC 	COM	649445103	1916	165600	SH	DFND	165600	0	0
NEW YORK CMNTY BANCORP INC 	COM	649445103	1540	133100	SH	DFND	133100	0	0
NEW YORK TIMES CO 	CL A	650111107	277	8424	SH	DFND	8424	0	0
NEW YORK TIMES CO 	CL A	650111107	1987	60500	SH	DFND	60500	0	0
NEW YORK TIMES CO 	CL A	650111107	1110	33800	SH	DFND	33800	0	0
NEWELL BRANDS INC	COM	651229106	4930	321392	SH	DFND	321392	0	0
NEWELL BRANDS INC	COM	651229106	2727	177800	SH	DFND	177800	0	0
NEWELL BRANDS INC	COM	651229106	10186	664000	SH	DFND	664000	0	0
NEWMARK GROUP INC 	CL A	65158N102	208	24970	SH	DFND	24970	0	0
NEWMARK GROUP INC 	CL A	65158N102	125	15000	SH	DFND	15000	0	0
NEWMONT MNG CORP	COM	651639106	5435	151932	SH	DFND	151932	0	0
NEWMONT MNG CORP	COM	651639106	1531	42800	SH	DFND	42800	0	0
NEWMONT MNG CORP	COM	651639106	26781	748700	SH	DFND	748700	0	0
NEWS CORP NEW 	CL A	65249B109	310	24914	SH	DFND	24914	0	0
NEWS CORP NEW 	CL A	65249B109	39	3100	SH	DFND	3100	0	0
NEWS CORP NEW 	CL A	65249B109	1519	122100	SH	DFND	122100	0	0
NEWS CORP NEW 	CL B	65249B208	114	9121	SH	DFND	9121	0	0
NEWS CORP NEW 	CL B	65249B208	275	22000	SH	DFND	22000	0	0
NEWTEK BUSINESS SVCS CORP 	COM NEW	652526203	189	9646	SH	DFND	9646	0	0
NEWTEK BUSINESS SVCS CORP 	COM NEW	652526203	375	19100	SH	DFND	19100	0	0
NEXSTAR MEDIA GROUP INC 	CL A	65336K103	22942	211700	SH	DFND	211700	0	0
NEXSTAR MEDIA GROUP INC 	CL A	65336K103	867	8000	SH	DFND	8000	0	0
NEXTERA ENERGY INC 	COM	65339F101	9666	50000	SH	DFND	50000	0	0
NEXTERA ENERGY PARTNERS LP 	COM UNIT PART IN	65341B106	450	9641	SH	DFND	9641	0	0
NEXTERA ENERGY PARTNERS LP 	COM UNIT PART IN	65341B106	23	500	SH	DFND	500	0	0
NEXTERA ENERGY PARTNERS LP 	COM UNIT PART IN	65341B106	317	6800	SH	DFND	6800	0	0
NEXTGEN HEALTHCARE INC	COM	65343C102	130	7730	SH	DFND	7730	0	0
NEXTGEN HEALTHCARE INC	COM	65343C102	104	6200	SH	DFND	6200	0	0
NGL ENERGY PARTNERS LP 	COM UNIT REPST	62913M107	5616	400300	SH	DFND	400300	0	0
NGL ENERGY PARTNERS LP 	COM UNIT REPST	62913M107	6093	434300	SH	DFND	434300	0	0
NIC INC 	COM	62914B100	272	15915	SH	DFND	15915	0	0
NIC INC 	COM	62914B100	103	6000	SH	DFND	6000	0	0
NICE LTD 	SPONSORED ADR	653656108	588	4800	SH	DFND	4800	0	0
NIELSEN HLDGS PLC 	SHS EUR	G6518L108	949	40100	SH	DFND	40100	0	0
NIELSEN HLDGS PLC 	SHS EUR	G6518L108	1775	75000	SH	DFND	75000	0	0
NIKE INC 	CL B	654106103	31007	368215	SH	DFND	368215	0	0
NIKE INC 	CL B	654106103	6880	81700	SH	DFND	81700	0	0
NIKE INC 	CL B	654106103	38122	452700	SH	DFND	452700	0	0
NIO INC	SPON ADS	62914V106	3532	692600	SH	DFND	692600	0	0
NIO INC	SPON ADS	62914V106	59	11500	SH	DFND	11500	0	0
NISOURCE INC 	COM	65473P105	244	8500	SH	DFND	8500	0	0
NLIGHT INC	COM	65487K100	528	23700	SH	DFND	23700	0	0
NMI HLDGS INC 	CL A	629209305	3950	152700	SH	DFND	152700	0	0
NMI HLDGS INC 	CL A	629209305	254	9800	SH	DFND	9800	0	0
NN INC 	COM	629337106	216	28900	SH	DFND	28900	0	0
NN INC 	COM	629337106	387	51700	SH	DFND	51700	0	0
NOAH HLDGS LTD 	SPON ADS CL A	65487X102	259	5354	SH	DFND	5354	0	0
NOAH HLDGS LTD 	SPON ADS CL A	65487X102	824	17000	SH	DFND	17000	0	0
NOKIA CORP 	SPONSORED ADR	654902204	1770	309397	SH	DFND	309397	0	0
NOKIA CORP 	SPONSORED ADR	654902204	126	22100	SH	DFND	22100	0	0
NOKIA CORP 	SPONSORED ADR	654902204	286	50000	SH	DFND	50000	0	0
NOMAD FOODS LTD	USD ORD SHS	G6564A105	2366	115700	SH	DFND	115700	0	0
NOMAD FOODS LTD	USD ORD SHS	G6564A105	119	5800	SH	DFND	5800	0	0
NOODLES & CO 	COM CL A	65540B105	2265	333024	SH	DFND	333024	0	0
NOODLES & CO 	COM CL A	65540B105	1	100	SH	DFND	100	0	0
NOODLES & CO 	COM CL A	65540B105	2685	394900	SH	DFND	394900	0	0
NORDSTROM INC 	COM	655664100	4576	103100	SH	DFND	103100	0	0
NORDSTROM INC 	COM	655664100	391	8800	SH	DFND	8800	0	0
NORFOLK SOUTHERN CORP 	COM	655844108	224	1200	SH	DFND	1200	0	0
NORFOLK SOUTHERN CORP 	COM	655844108	486	2600	SH	DFND	2600	0	0
NORTHERN TR CORP 	COM	665859104	82	911	SH	DFND	911	0	0
NORTHERN TR CORP 	COM	665859104	642	7100	SH	DFND	7100	0	0
NORTHERN TR CORP 	COM	665859104	2007	22200	SH	DFND	22200	0	0
NORTHSTAR REALTY EUROPE CORP 	COM	66706L101	441	25399	SH	DFND	25399	0	0
NORWEGIAN CRUISE LINE HLDG L	SHS	G66721104	5556	101100	SH	DFND	101100	0	0
NORWEGIAN CRUISE LINE HLDG L	COM	G66721104	2132	38800	SH	DFND	38800	0	0
NOVA MEASURING INSTRUMENTS L 	COM	M7516K103	25	1004	SH	DFND	1004	0	0
NOVA MEASURING INSTRUMENTS L 	COM	M7516K103	13	500	SH	DFND	500	0	0
NOVA MEASURING INSTRUMENTS L 	COM	M7516K103	471	18700	SH	DFND	18700	0	0
NOVAGOLD RES INC 	COM NEW	66987E206	8	1862	SH	DFND	1862	0	0
NOVAGOLD RES INC 	COM NEW	66987E206	13	3000	SH	DFND	3000	0	0
NOVAGOLD RES INC 	COM NEW	66987E206	68	16400	SH	DFND	16400	0	0
NOVARTIS A G 	SPONSORED ADR	66987V109	5057	52600	SH	DFND	52600	0	0
NOVARTIS A G 	SPONSORED ADR	66987V109	9249	96200	SH	DFND	96200	0	0
NOVO-NORDISK A S 	ADR	670100205	151	2895	SH	DFND	2895	0	0
NOVO-NORDISK A S 	ADR	670100205	785	15000	SH	DFND	15000	0	0
NRG ENERGY INC 	COM NEW	629377508	5000	117700	SH	DFND	117700	0	0
NRG ENERGY INC 	COM NEW	629377508	10318	242900	SH	DFND	242900	0	0
NU SKIN ENTERPRISES INC 	CL A	67018T105	571	11923	SH	DFND	11923	0	0
NU SKIN ENTERPRISES INC 	CL A	67018T105	2158	45100	SH	DFND	45100	0	0
NUANCE COMMUNICATIONS INC 	COM	67020Y100	4293	253581	SH	DFND	253581	0	0
NUANCE COMMUNICATIONS INC 	COM	67020Y100	2	100	SH	DFND	100	0	0
NUTANIX INC 	CL A	67059N108	6050	160305	SH	DFND	160305	0	0
NUTANIX INC 	CL A	67059N108	793	21000	SH	DFND	21000	0	0
NUTANIX INC 	CL A	67059N108	14356	380400	SH	DFND	380400	0	0
NV5 GLOBAL INC	COM	62945V109	1044	17591	SH	DFND	17591	0	0
NV5 GLOBAL INC	COM	62945V109	926	15600	SH	DFND	15600	0	0
NV5 GLOBAL INC	COM	62945V109	3217	54200	SH	DFND	54200	0	0
NVIDIA CORP 	COM	67066G104	32806	182700	SH	DFND	182700	0	0
NVIDIA CORP 	COM	67066G104	83837	466900	SH	DFND	466900	0	0
NXP SEMICONDUCTORS N V 	COM	N6596X109	12065	136502	SH	DFND	136502	0	0
NXP SEMICONDUCTORS N V 	COM	N6596X109	2192	24800	SH	DFND	24800	0	0
NXP SEMICONDUCTORS N V 	COM	N6596X109	39457	446400	SH	DFND	446400	0	0
O REILLY AUTOMOTIVE INC NEW 	COM	67103H107	400	1031	SH	DFND	1031	0	0
O REILLY AUTOMOTIVE INC NEW 	COM	67103H107	2912	7500	SH	DFND	7500	0	0
O REILLY AUTOMOTIVE INC NEW 	COM	67103H107	2873	7400	SH	DFND	7400	0	0
OAKTREE CAP GROUP LLC 	UNIT CL A	674001201	304	6126	SH	DFND	6126	0	0
OAKTREE CAP GROUP LLC 	UNIT CL A	674001201	621	12500	SH	DFND	12500	0	0
OAKTREE SPECIALTY LENDING CO	COM	67401P108	277	53400	SH	DFND	53400	0	0
OAKTREE SPECIALTY LENDING CO	COM	67401P108	29	5600	SH	DFND	5600	0	0
OCCIDENTAL PETE CORP 	COM	674599105	1263	19086	SH	DFND	19086	0	0
OCCIDENTAL PETE CORP 	COM	674599105	2171	32800	SH	DFND	32800	0	0
OCCIDENTAL PETE CORP 	COM	674599105	2893	43700	SH	DFND	43700	0	0
OCEANEERING INTL INC 	COM	675232102	13	794	SH	DFND	794	0	0
OCEANEERING INTL INC 	COM	675232102	155	9800	SH	DFND	9800	0	0
OCEANFIRST FINL CORP 	COM	675234108	188	7820	SH	DFND	7820	0	0
OCEANFIRST FINL CORP 	COM	675234108	330	13700	SH	DFND	13700	0	0
OFG BANCORP 	COM	67103X102	8175	413100	SH	DFND	413100	0	0
OFG BANCORP 	COM	67103X102	594	30000	SH	DFND	30000	0	0
OIL STS INTL INC 	COM	678026105	26	1512	SH	DFND	1512	0	0
OIL STS INTL INC 	COM	678026105	180	10600	SH	DFND	10600	0	0
OKTA INC 	CL A	679295105	19003	229700	SH	DFND	229700	0	0
OKTA INC 	CL A	679295105	6263	75700	SH	DFND	75700	0	0
OLD DOMINION FREIGHT LINE IN 	COM	679580100	5817	40285	SH	DFND	40285	0	0
OLD NATL BANCORP IND 	COM	680033107	5827	355300	SH	DFND	1067300	0	0
OLD REP INTL CORP 	COM	680223104	1402	67000	SH	DFND	67000	0	0
OLD REP INTL CORP 	COM	680223104	128	6100	SH	DFND	6100	0	0
OLIN CORP	COM PAR $1	680665205	1081	46700	SH	DFND	46700	0	0
OLIN CORP	COM PAR $1	680665205	574	24800	SH	DFND	24800	0	0
OLLIES BARGAIN OUTLT HLDGS I 	COM	681116109	597	7000	SH	DFND	7000	0	0
OMEGA HEALTHCARE INVS INC 	COM	681936100	441	11571	SH	DFND	11571	0	0
OMEGA HEALTHCARE INVS INC 	COM	681936100	2316	60700	SH	DFND	60700	0	0
OMEGA HEALTHCARE INVS INC 	COM	681936100	4586	120200	SH	DFND	120200	0	0
OMNICELL INC 	COM	68213N109	251	3100	SH	DFND	3100	0	0
OMNICOM GROUP INC 	COM	681919106	744	10200	SH	DFND	10200	0	0
OMNICOM GROUP INC 	COM	681919106	73	1000	SH	DFND	1000	0	0
ON SEMICONDUCTOR CORP 	COM	682189105	1575	76592	SH	DFND	76592	0	0
ON SEMICONDUCTOR CORP 	COM	682189105	21	1000	SH	DFND	1000	0	0
ON SEMICONDUCTOR CORP 	COM	682189105	1948	94700	SH	DFND	94700	0	0
ONEOK INC NEW 	COM	682680103	1641	23500	SH	DFND	23500	0	0
ONEOK INC NEW 	COM	682680103	6593	94400	SH	DFND	94400	0	0
ONESPAN INC	COM	68287N100	905	47100	SH	DFND	47100	0	0
ONESPAN INC	COM	68287N100	21	1100	SH	DFND	1100	0	0
OPEN TEXT CORP 	COM	683715106	300	7800	SH	DFND	7800	0	0
OPKO HEALTH INC 	COM	68375N103	195	74650	SH	DFND	74650	0	0
OPKO HEALTH INC 	COM	68375N103	478	183100	SH	DFND	183100	0	0
OPPENHEIMER HLDGS INC 	CL A NON VTG	683797104	473	18194	SH	DFND	18194	0	0
OPPENHEIMER HLDGS INC 	CL A NON VTG	683797104	133	5100	SH	DFND	5100	0	0
ORACLE CORP 	COM	68389X105	1778	33100	SH	DFND	33100	0	0
ORACLE CORP 	COM	68389X105	2976	55400	SH	DFND	55400	0	0
ORCHID IS CAP INC 	COM	68571X103	102	15500	SH	DFND	15500	0	0
ORCHID IS CAP INC 	COM	68571X103	107	16200	SH	DFND	16200	0	0
ORION ENGINEERED CARBONS S A	COM	L72967109	711	37448	SH	DFND	37448	0	0
ORION ENGINEERED CARBONS S A	COM	L72967109	811	42700	SH	DFND	42700	0	0
ORION ENGINEERED CARBONS S A	COM	L72967109	2254	118700	SH	DFND	118700	0	0
ORTHOFIX MED INC	COM	68752M108	1287	22815	SH	DFND	22815	0	0
OSHKOSH CORP 	COM	688239201	166	2208	SH	DFND	2208	0	0
OSHKOSH CORP 	COM	688239201	165	2200	SH	DFND	2200	0	0
OSI SYSTEMS INC 	COM	671044105	1422	16235	SH	DFND	16235	0	0
OSI SYSTEMS INC 	COM	671044105	44	500	SH	DFND	500	0	0
OSI SYSTEMS INC 	COM	671044105	6132	70000	SH	DFND	70000	0	0
OVERSEAS SHIPHOLDING GROUP I 	CL A NEW	69036R863	7	3006	SH	DFND	3006	0	0
OVERSEAS SHIPHOLDING GROUP I 	CL A NEW	69036R863	40	17600	SH	DFND	17600	0	0
OWENS & MINOR INC NEW 	COM	690732102	371	90367	SH	DFND	90367	0	0
OWENS & MINOR INC NEW 	COM	690732102	696	169700	SH	DFND	169700	0	0
OWENS ILL INC 	COM NEW	690768403	426	22430	SH	DFND	22430	0	0
PACCAR INC 	COM	693718108	937	13755	SH	DFND	13755	0	0
PACIFIC COAST OIL TR 	UNIT BEN INT	694103102	161	75000	SH	DFND	75000	0	0
PACKAGING CORP AMER	COM	695156109	220	2216	SH	DFND	2216	0	0
PACKAGING CORP AMER	COM	695156109	1332	13400	SH	DFND	13400	0	0
PACKAGING CORP AMER	COM	695156109	517	5200	SH	DFND	5200	0	0
PAGSEGURO DIGITAL LTD 	COM CL A	G68707101	6638	222370	SH	DFND	222370	0	0
PAGSEGURO DIGITAL LTD 	COM CL A	G68707101	2442	81800	SH	DFND	81800	0	0
PAGSEGURO DIGITAL LTD 	COM CL A	G68707101	4618	154700	SH	DFND	154700	0	0
PALO ALTO NETWORKS INC 	COM	697435105	580	2388	SH	DFND	2388	0	0
PALO ALTO NETWORKS INC 	COM	697435105	6703	27600	SH	DFND	27600	0	0
PALO ALTO NETWORKS INC 	COM	697435105	10590	43600	SH	DFND	43600	0	0
PAN AMERICAN SILVER CORP 	COM	697900108	1687	127351	SH	DFND	127351	0	0
PAN AMERICAN SILVER CORP 	COM	697900108	627	47300	SH	DFND	47300	0	0
PAN AMERICAN SILVER CORP 	COM	697900108	6743	508900	SH	DFND	508900	0	0
PAPA JOHNS INTL INC 	COM	698813102	502	9483	SH	DFND	9483	0	0
PAPA JOHNS INTL INC 	COM	698813102	794	15000	SH	DFND	15000	0	0
PAPA JOHNS INTL INC 	COM	698813102	588	11100	SH	DFND	11100	0	0
PAR TECHNOLOGY CORP 	COM	698884103	477	19500	SH	DFND	19500	0	0
PAR TECHNOLOGY CORP 	COM	698884103	257	10500	SH	DFND	10500	0	0
PARKER HANNIFIN CORP	COM	701094104	920	5363	SH	DFND	5363	0	0
PARSLEY ENERGY INC 	CL A	701877102	51	2637	SH	DFND	2637	0	0
PARSLEY ENERGY INC 	CL A	701877102	384	19900	SH	DFND	19900	0	0
PATRICK INDS INC	COM	703343103	99	2191	SH	DFND	2191	0	0
PATRICK INDS INC	COM	703343103	127	2800	SH	DFND	2800	0	0
PATRICK INDS INC	COM	703343103	272	6000	SH	DFND	6000	0	0
PATTERN ENERGY GROUP INC 	CL A	70338P100	7603	345600	SH	DFND	345600	0	0
PATTERN ENERGY GROUP INC 	CL A	70338P100	2220	100900	SH	DFND	100900	0	0
PATTERSON COMPANIES INC 	COM	703395103	181	8265	SH	DFND	8265	0	0
PATTERSON COMPANIES INC 	COM	703395103	9	400	SH	DFND	400	0	0
PATTERSON COMPANIES INC 	COM	703395103	669	30600	SH	DFND	30600	0	0
PATTERSON UTI ENERGY INC 	COM	703481101	15	1085	SH	DFND	1085	0	0
PATTERSON UTI ENERGY INC 	COM	703481101	723	51600	SH	DFND	51600	0	0
PAYCHEX INC	COM	704326107	18294	228100	SH	DFND	228100	0	0
PAYCHEX INC	COM	704326107	1339	16700	SH	DFND	16700	0	0
PAYCOM SOFTWARE INC 	COM	70432V102	1905	10073	SH	DFND	10073	0	0
PAYCOM SOFTWARE INC 	COM	70432V102	3934	20800	SH	DFND	20800	0	0
PAYCOM SOFTWARE INC 	COM	70432V102	6809	36000	SH	DFND	36000	0	0
PAYLOCITY HLDG CORP 	COM	70438V106	2042	22900	SH	DFND	22900	0	0
PAYLOCITY HLDG CORP 	COM	70438V106	1819	20400	SH	DFND	20400	0	0
PAYPAL HLDGS INC 	COM	70450Y103	25960	250000	SH	DFND	250000	0	0
PAYPAL HLDGS INC 	COM	70450Y103	42252	406900	SH	DFND	406900	0	0
PBF ENERGY INC 	CL A	69318G106	6293	202100	SH	DFND	202100	0	0
PBF ENERGY INC 	CL A	69318G106	4574	146900	SH	DFND	146900	0	0
PDC ENERGY INC 	COM	69327R101	1184	29097	SH	DFND	29097	0	0
PDC ENERGY INC 	COM	69327R101	500	12300	SH	DFND	12300	0	0
PDC ENERGY INC 	COM	69327R101	146	3600	SH	DFND	3600	0	0
PDF SOLUTIONS INC 	COM	693282105	752	60901	SH	DFND	60901	0	0
PDF SOLUTIONS INC 	COM	693282105	140	11300	SH	DFND	11300	0	0
PDF SOLUTIONS INC 	COM	693282105	1972	159700	SH	DFND	159700	0	0
PEABODY ENERGY CORP NEW 	COM	704551100	89	3146	SH	DFND	3146	0	0
PEABODY ENERGY CORP NEW 	COM	704551100	1983	70000	SH	DFND	70000	0	0
PEABODY ENERGY CORP NEW 	COM	704551100	2247	79300	SH	DFND	79300	0	0
PEGASYSTEMS INC 	COM	705573103	3144	48368	SH	DFND	48368	0	0
PEGASYSTEMS INC 	COM	705573103	143	2200	SH	DFND	2200	0	0
PEMBINA PIPELINE CORP 	COM	706327103	827	22500	SH	DFND	22500	0	0
PENN NATL GAMING INC 	COM	707569109	1060	52751	SH	DFND	52751	0	0
PENN NATL GAMING INC 	COM	707569109	10	500	SH	DFND	500	0	0
PENN NATL GAMING INC 	COM	707569109	167	8300	SH	DFND	8300	0	0
PENN VA CORP NEW	COM	70788V102	45	1013	SH	DFND	1013	0	0
PENN VA CORP NEW	COM	70788V102	221	5000	SH	DFND	5000	0	0
PENN VA CORP NEW	COM	70788V102	66	1500	SH	DFND	1500	0	0
PENNSYLVANIA RL ESTATE INVT 	SH BEN INT	709102107	83	13244	SH	DFND	13244	0	0
PENNSYLVANIA RL ESTATE INVT 	SH BEN INT	709102107	55	8800	SH	DFND	8800	0	0
PENNSYLVANIA RL ESTATE INVT 	SH BEN INT	709102107	322	51200	SH	DFND	51200	0	0
PENNYMAC MTG INVT TR 	COM	70931T103	617	29800	SH	DFND	29800	0	0
PENNYMAC MTG INVT TR 	COM	70931T103	128	6200	SH	DFND	6200	0	0
PENSKE AUTOMOTIVE GRP INC	COM	70959W103	1366	30600	SH	DFND	30600	0	0
PENSKE AUTOMOTIVE GRP INC	COM	70959W103	496	11100	SH	DFND	11100	0	0
PENTAIR PLC	SHS	G7S00T104	1024	23000	SH	DFND	23000	0	0
PENUMBRA INC 	COM	70975L107	3940	26800	SH	DFND	26800	0	0
PENUMBRA INC 	COM	70975L107	1955	13300	SH	DFND	13300	0	0
PEOPLES UTD FINL INC 	COM	712704105	740	45000	SH	DFND	45000	0	0
PEOPLES UTD FINL INC 	COM	712704105	1016	61800	SH	DFND	61800	0	0
PERFICIENT INC 	COM	71375U101	1370	50000	SH	DFND	50000	0	0
PERFORMANCE FOOD GROUP CO 	COM	71377A103	10	262	SH	DFND	262	0	0
PERFORMANCE FOOD GROUP CO 	COM	71377A103	424	10700	SH	DFND	10700	0	0
PERKINELMER INC 	COM	714046109	29	300	SH	DFND	300	0	0
PERKINELMER INC 	COM	714046109	299	3100	SH	DFND	3100	0	0
PERRIGO CO PLC 	SHS	G97822103	987	20500	SH	DFND	20500	0	0
PETMED EXPRESS INC 	COM	716382106	768	33722	SH	DFND	33722	0	0
PETMED EXPRESS INC 	COM	716382106	510	22400	SH	DFND	22400	0	0
PETMED EXPRESS INC 	COM	716382106	2756	121000	SH	DFND	121000	0	0
PETROCHINA CO LTD	SPONSORED  ADR	71646E100	258	3937	SH	DFND	3937	0	0
PETROCHINA CO LTD	SPONSORED  ADR	71646E100	1217	18600	SH	DFND	18600	0	0
PETROLEO BRASILEIRO SA PETRO	SP ADR NON VTG	71654V101	194	13538	SH	DFND	13538	0	0
PETROLEO BRASILEIRO SA PETRO	SP ADR NON VTG	71654V101	1200	83900	SH	DFND	83900	0	0
PETROLEO BRASILEIRO SA PETRO	SPONSORED ADR	71654V408	6534	410404	SH	DFND	410404	0	0
PETROLEO BRASILEIRO SA PETRO	SPONSORED ADR	71654V408	1065	66900	SH	DFND	66900	0	0
PETROLEO BRASILEIRO SA PETRO	SPONSORED ADR	71654V408	62706	3938800	SH	DFND	3938800	0	0
PFIZER INC 	COM	717081103	1819	42822	SH	DFND	42822	0	0
PFIZER INC 	COM	717081103	1062	25000	SH	DFND	25000	0	0
PFIZER INC 	COM	717081103	3810	89700	SH	DFND	89700	0	0
PG&E CORP 	COM	69331C108	12	695	SH	DFND	695	0	0
PG&E CORP 	COM	69331C108	4753	267000	SH	DFND	267000	0	0
PGT INNOVATIONS INC 	COM	69336V101	435	31408	SH	DFND	31408	0	0
PGT INNOVATIONS INC 	COM	69336V101	868	62700	SH	DFND	62700	0	0
PHILIP MORRIS INTL INC 	COM	718172109	1061	12000	SH	DFND	12000	0	0
PHILIP MORRIS INTL INC 	COM	718172109	884	10000	SH	DFND	10000	0	0
PHILLIPS 66 	COM	718546104	1883	19790	SH	DFND	19790	0	0
PHILLIPS 66 PARTNERS LP 	COM UNIT REP INT	718549207	7470	142700	SH	DFND	142700	0	0
PHILLIPS 66 PARTNERS LP 	COM UNIT REP INT	718549207	649	12400	SH	DFND	12400	0	0
PHYSICIANS RLTY TR 	COM	71943U104	566	30100	SH	DFND	30100	0	0
PHYSICIANS RLTY TR 	COM	71943U104	13	700	SH	DFND	700	0	0
PILGRIMS PRIDE CORP NEW 	COM	72147K108	2906	130377	SH	DFND	130377	0	0
PILGRIMS PRIDE CORP NEW 	COM	72147K108	1036	46500	SH	DFND	46500	0	0
PILGRIMS PRIDE CORP NEW 	COM	72147K108	1259	56500	SH	DFND	56500	0	0
PINDUODUO INC	SPONSORED ADS	722304102	2748	110788	SH	DFND	110788	0	0
PINDUODUO INC	SPONSORED ADS	722304102	627	25300	SH	DFND	25300	0	0
PINDUODUO INC	SPONSORED ADS	722304102	10381	418600	SH	DFND	418600	0	0
PINNACLE FINL PARTNERS INC 	COM	72346Q104	21	382	SH	DFND	382	0	0
PINNACLE FINL PARTNERS INC 	COM	72346Q104	1061	19400	SH	DFND	19400	0	0
PINNACLE FINL PARTNERS INC 	COM	72346Q104	859	15700	SH	DFND	15700	0	0
PINNACLE WEST CAP CORP 	COM	723484101	20	206	SH	DFND	206	0	0
PINNACLE WEST CAP CORP 	COM	723484101	182	1900	SH	DFND	1900	0	0
PIONEER NAT RES CO 	COM	723787107	10990	72171	SH	DFND	72171	0	0
PIONEER NAT RES CO 	COM	723787107	11299	74200	SH	DFND	74200	0	0
PIONEER NAT RES CO 	COM	723787107	25979	170600	SH	DFND	170600	0	0
PITNEY BOWES INC 	COM	724479100	194	28264	SH	DFND	28264	0	0
PITNEY BOWES INC 	COM	724479100	1063	154700	SH	DFND	154700	0	0
PITNEY BOWES INC 	COM	724479100	1471	214100	SH	DFND	214100	0	0
PIVOTAL SOFTWARE INC	COM CL A	72582H107	494	23707	SH	DFND	23707	0	0
PIVOTAL SOFTWARE INC	COM CL A	72582H107	219	10500	SH	DFND	10500	0	0
PIVOTAL SOFTWARE INC	COM CL A	72582H107	1397	67000	SH	DFND	67000	0	0
PIXELWORKS INC 	COM NEW	72581M305	195	49836	SH	DFND	49836	0	0
PLAINS ALL AMERN PIPELINE L 	UNIT LTD PARTN	726503105	1493	60900	SH	DFND	60900	0	0
PLAINS ALL AMERN PIPELINE L 	UNIT LTD PARTN	726503105	495	20200	SH	DFND	20200	0	0
PLAINS GP HLDGS L P	LTD PARTNR INT A	72651A207	563	22610	SH	DFND	22610	0	0
PLAINS GP HLDGS L P	LTD PARTNR INT A	72651A207	7474	299900	SH	DFND	299900	0	0
PLANET FITNESS INC 	CL A	72703H101	14562	211900	SH	DFND	211900	0	0
PLANET FITNESS INC 	CL A	72703H101	6288	91500	SH	DFND	91500	0	0
PLANTRONICS INC NEW 	COM	727493108	4	90	SH	DFND	90	0	0
PLANTRONICS INC NEW 	COM	727493108	1891	41000	SH	DFND	41000	0	0
PLURALSIGHT INC	COM CL A	72941B106	3250	102400	SH	DFND	102400	0	0
