nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt_	shrsOrPrnAmt_	investmentDiscretion	votingAuthority_Sole	votingAuthority_Shared	votingAuthority_None
SANGAMO THERAPEUTICS INC	COM	800677106	436	45710	SH	SOLE	45710	0	0
SANMINA CORPORATION	COM	801056102	272	9423	SH	SOLE	9423	0	0
SANTANDER CONSUMER USA HDG I	COM	80283M101	311	14736	SH	SOLE	14736	0	0
SAREPTA THERAPEUTICS INC	COM	803607100	3204	26883	SH	SOLE	26883	0	0
SAVARA INC	COM	805111101	111	15048	SH	SOLE	15048	0	0
SBA COMMUNICATIONS CORP NEW	CL A	78410G104	7708	38604	SH	SOLE	38604	0	0
SCHLUMBERGER LTD	COM	806857108	10635	244099	SH	SOLE	244099	0	0
SCIENCE APPLICATNS INTL CP N	COM	808625107	926	12040	SH	SOLE	12040	0	0
SCIENTIFIC GAMES CORP	COM	80874P109	222	10869	SH	SOLE	10869	0	0
SCOTTS MIRACLE GRO CO	CL A	810186106	445	5663	SH	SOLE	5663	0	0
SEAGATE TECHNOLOGY PLC	SHS	G7945M107	2761	57657	SH	SOLE	57657	0	0
SEALED AIR CORP NEW	COM	81211K100	868	18841	SH	SOLE	18841	0	0
SEATTLE GENETICS INC	COM	812578102	4371	59679	SH	SOLE	59679	0	0
SEI INVESTMENTS CO	COM	784117103	12694	242956	SH	SOLE	242956	0	0
SELECT MED HLDGS CORP	COM	81619Q105	211	14982	SH	SOLE	14982	0	0
SELECTIVE INS GROUP INC	COM	816300107	508	8031	SH	SOLE	8031	0	0
SEMGROUP CORP	CL A	81663A105	186	12611	SH	SOLE	12611	0	0
SEMPRA ENERGY	COM	816851109	4401	34964	SH	SOLE	34964	0	0
SEMTECH CORP	COM	816850101	759	14908	SH	SOLE	14908	0	0
SENIOR HSG PPTYS TR	SH BEN INT	81721M109	870	73852	SH	SOLE	73852	0	0
SENSIENT TECHNOLOGIES CORP	COM	81725T100	10597	156325	SH	SOLE	156325	0	0
SERES THERAPEUTICS INC	COM	81750R102	111	16116	SH	SOLE	16116	0	0
SERVICE CORP INTL	COM	817565104	637	15866	SH	SOLE	15866	0	0
SERVICENOW INC	COM	81762P102	2005	8136	SH	SOLE	8136	0	0
SERVISFIRST BANCSHARES INC	COM	81768T108	216	6384	SH	SOLE	6384	0	0
SHAKE SHACK INC	CL A	819047101	203	3429	SH	SOLE	3429	0	0
SHENANDOAH TELECOMMUNICATION	COM	82312B106	231	5198	SH	SOLE	5198	0	0
SHERWIN WILLIAMS CO	COM	824348106	84180	195445	SH	SOLE	195445	0	0
SHUTTERFLY INC	COM	82568P304	2930	72096	SH	SOLE	72096	0	0
SIGA TECHNOLOGIES INC	COM	826917106	198	33026	SH	SOLE	33026	0	0
SIGNATURE BK NEW YORK N Y	COM	82669G104	1484	11586	SH	SOLE	11586	0	0
SIGNET JEWELERS LIMITED	SHS	G81276100	280	10294	SH	SOLE	10294	0	0
SILGAN HOLDINGS INC	COM	827048109	201	6792	SH	SOLE	6792	0	0
SILICON LABORATORIES INC	COM	826919102	980	12121	SH	SOLE	12121	0	0
SIMMONS 1ST NATL CORP	CL A $1 PAR	828730200	306	12503	SH	SOLE	12503	0	0
SIMON PPTY GROUP INC NEW	COM	828806109	23080	126666	SH	SOLE	126666	0	0
SIMPSON MANUFACTURING CO INC	COM	829073105	336	5670	SH	SOLE	5670	0	0
SINCLAIR BROADCAST GROUP INC	CL A	829226109	296	7691	SH	SOLE	7691	0	0
SIRIUS XM HLDGS INC	COM	82968B103	15037	2652015	SH	SOLE	2652015	0	0
SITE CENTERS CORP	COM	82981J109	446	32721	SH	SOLE	32721	0	0
SITEONE LANDSCAPE SUPPLY INC	COM	82982L103	263	4604	SH	SOLE	4604	0	0
SIX FLAGS ENTMT CORP NEW	COM	83001A102	309	6265	SH	SOLE	6265	0	0
SJW GROUP	COM	784305104	9784	158467	SH	SOLE	158467	0	0
SKECHERS U S A INC	CL A	830566105	383	11400	SH	SOLE	11400	0	0
SKYWEST INC	COM	830879102	382	7028	SH	SOLE	7028	0	0
SKYWORKS SOLUTIONS INC	COM	83088M102	13636	165323	SH	SOLE	165323	0	0
SL GREEN RLTY CORP	COM	78440X101	2584	28736	SH	SOLE	28736	0	0
SLEEP NUMBER CORP	COM	83125X103	208	4428	SH	SOLE	4428	0	0
SLM CORP	COM	78442P106	910	91842	SH	SOLE	91842	0	0
SM ENERGY CO	COM	78454L100	259	14808	SH	SOLE	14808	0	0
SMITH A O CORP	COM	831865209	84145	1578108	SH	SOLE	1578108	0	0
SMUCKER J M CO	COM NEW	832696405	4233	36336	SH	SOLE	36336	0	0
SNAP INC	CL A	83304A106	371	33655	SH	SOLE	33655	0	0
SNAP ON INC	COM	833034101	1609	10281	SH	SOLE	10281	0	0
SOLID BIOSCIENCES INC	COM	83422E105	123	13362	SH	SOLE	13362	0	0
SONOCO PRODS CO	COM	835495102	12386	201299	SH	SOLE	201299	0	0
SORRENTO THERAPEUTICS INC	COM NEW	83587F202	59	12452	SH	SOLE	12452	0	0
SOTHEBYS	COM	835898107	245	6496	SH	SOLE	6496	0	0
SOUTH JERSEY INDS INC	COM	838518108	10781	336164	SH	SOLE	336164	0	0
SOUTH ST CORP	COM	840441109	265	3872	SH	SOLE	3872	0	0
SOUTHERN CO	COM	842587107	6831	132186	SH	SOLE	132186	0	0
SOUTHSIDE BANCSHARES INC	COM	84470P109	9199	276825	SH	SOLE	276825	0	0
SOUTHWEST AIRLS CO	COM	844741108	3114	59994	SH	SOLE	59994	0	0
SOUTHWEST GAS HOLDINGS INC	COM	844895102	10350	125816	SH	SOLE	125816	0	0
SOUTHWESTERN ENERGY CO	COM	845467109	663	141274	SH	SOLE	141274	0	0
SPARK THERAPEUTICS INC	COM	84652J103	1890	16595	SH	SOLE	16595	0	0
SPECTRUM PHARMACEUTICALS INC	COM	84763A108	553	51724	SH	SOLE	51724	0	0
SPIRE INC	COM	84857L101	10733	130423	SH	SOLE	130423	0	0
SPIRIT AIRLS INC	COM	848577102	411	7775	SH	SOLE	7775	0	0
SPIRIT RLTY CAP INC NEW	COM NEW	84860W300	777	19559	SH	SOLE	19559	0	0
SPLUNK INC	COM	848637104	835	6703	SH	SOLE	6703	0	0
SPROUTS FMRS MKT INC	COM	85208M102	235	10890	SH	SOLE	10890	0	0
SPS COMMERCE INC	COM	78463M107	253	2381	SH	SOLE	2381	0	0
SPX CORP	COM	784635104	206	5934	SH	SOLE	5934	0	0
SRC ENERGY INC	COM	78470V108	171	33312	SH	SOLE	33312	0	0
SS&C TECHNOLOGIES HLDGS INC	COM	78467J100	626	9822	SH	SOLE	9822	0	0
STAG INDL INC	COM	85254J102	316	10645	SH	SOLE	10645	0	0
STAMPS COM INC	COM NEW	852857200	255	3132	SH	SOLE	3132	0	0
STANLEY BLACK & DECKER INC	COM	854502101	85859	630531	SH	SOLE	630531	0	0
STARBUCKS CORP	COM	855244109	67439	907170	SH	SOLE	907170	0	0
STARWOOD PPTY TR INC	COM	85571B105	1401	62674	SH	SOLE	62674	0	0
STATE STR CORP	COM	857477103	8512	129345	SH	SOLE	129345	0	0
STEEL DYNAMICS INC	COM	858119100	1245	35293	SH	SOLE	35293	0	0
STEPAN CO	COM	858586100	9092	103885	SH	SOLE	103885	0	0
STERICYCLE INC	COM	858912108	408	7493	SH	SOLE	7493	0	0
STERIS PLC	SHS USD	G8473T100	1333	10414	SH	SOLE	10414	0	0
STERLING BANCORP DEL	COM	85917A100	833	44723	SH	SOLE	44723	0	0
STIFEL FINL CORP	COM	860630102	1196	22670	SH	SOLE	22670	0	0
STITCH FIX INC	COM CL A	860897107	2370	83941	SH	SOLE	83941	0	0
STORE CAP CORP	COM	862121100	1501	44820	SH	SOLE	44820	0	0
STRATEGIC ED INC	COM	86272C103	381	2901	SH	SOLE	2901	0	0
STRONGBRIDGE BIOPHARMA PLC	SHS USD	G85347105	92	18398	SH	SOLE	18398	0	0
STRYKER CORP	COM	863667101	9549	48345	SH	SOLE	48345	0	0
SUMMIT HOTEL PPTYS INC	COM	866082100	163	14263	SH	SOLE	14263	0	0
SUMMIT MATLS INC	CL A	86614U100	202	12713	SH	SOLE	12713	0	0
SUN CMNTYS INC	COM	866674104	2326	19627	SH	SOLE	19627	0	0
SUNRUN INC	COM	86771W105	148	10512	SH	SOLE	10512	0	0
SUNSTONE HOTEL INVS INC NEW	COM	867892101	1106	76776	SH	SOLE	76776	0	0
SUNTRUST BKS INC	COM	867914103	8890	150041	SH	SOLE	150041	0	0
SUPERIOR ENERGY SVCS INC	COM	868157108	99	21167	SH	SOLE	21167	0	0
SUPERNUS PHARMACEUTICALS INC	COM	868459108	861	24583	SH	SOLE	24583	0	0
SURFACE ONCOLOGY INC	COM	86877M209	51	10632	SH	SOLE	10632	0	0
SVB FINL GROUP	COM	78486Q101	4049	18207	SH	SOLE	18207	0	0
SYMANTEC CORP	COM	871503108	14095	613071	SH	SOLE	613071	0	0
SYNAPTICS INC	COM	87157D109	386	9704	SH	SOLE	9704	0	0
SYNCHRONY FINL	COM	87165B103	8075	253131	SH	SOLE	253131	0	0
SYNEOS HEALTH INC	CL A	87166B102	2553	49318	SH	SOLE	49318	0	0
SYNLOGIC INC	COM	87166L100	78	10321	SH	SOLE	10321	0	0
SYNNEX CORP	COM	87162W100	940	9859	SH	SOLE	9859	0	0
SYNOPSYS INC	COM	871607107	16253	141145	SH	SOLE	141145	0	0
SYNOVUS FINL CORP	COM NEW	87161C501	1149	33453	SH	SOLE	33453	0	0
SYROS PHARMACEUTICALS INC	COM	87184Q107	130	14183	SH	SOLE	14183	0	0
SYSCO CORP	COM	871829107	81446	1219976	SH	SOLE	1219976	0	0
T MOBILE US INC	COM	872590104	35809	518217	SH	SOLE	518217	0	0
TABLEAU SOFTWARE INC	CL A	87336U105	417	3273	SH	SOLE	3273	0	0
TAKE-TWO INTERACTIVE SOFTWAR	COM	874054109	10583	112147	SH	SOLE	112147	0	0
TANDEM DIABETES CARE INC	COM NEW	875372203	352	5545	SH	SOLE	5545	0	0
TANGER FACTORY OUTLET CTRS I	COM	875465106	20252	965279	SH	SOLE	965279	0	0
TAPESTRY INC	COM	876030107	1961	60358	SH	SOLE	60358	0	0
TARGA RES CORP	COM	87612G101	706	16996	SH	SOLE	16996	0	0
TARGET CORP	COM	87612E106	88785	1106216	SH	SOLE	1106216	0	0
TAUBMAN CTRS INC	COM	876664103	1003	18962	SH	SOLE	18962	0	0
TAYLOR MORRISON HOME CORP	CL A	87724P106	225	12658	SH	SOLE	12658	0	0
TCF FINL CORP	COM	872275102	714	34497	SH	SOLE	34497	0	0
TD AMERITRADE HLDG CORP	COM	87236Y108	1716	34333	SH	SOLE	34333	0	0
TE CONNECTIVITY LTD	REG SHS	H84989104	4472	55378	SH	SOLE	55378	0	0
TECH DATA CORP	COM	878237106	913	8913	SH	SOLE	8913	0	0
TECHNIPFMC PLC	COM	G87110105	1756	74665	SH	SOLE	74665	0	0
TEEKAY TANKERS LTD	CL A	Y8565N102	20	20784	SH	SOLE	20784	0	0
TEGNA INC	COM	87901J105	600	42539	SH	SOLE	42539	0	0
TELADOC HEALTH INC	COM	87918A105	562	10109	SH	SOLE	10109	0	0
TELEDYNE TECHNOLOGIES INC	COM	879360105	752	3171	SH	SOLE	3171	0	0
TELEFLEX INC	COM	879369106	2174	7194	SH	SOLE	7194	0	0
TELEPHONE & DATA SYS INC	COM NEW	879433829	9068	295087	SH	SOLE	295087	0	0
TEMPUR SEALY INTL INC	COM	88023U101	226	3923	SH	SOLE	3923	0	0
TENET HEALTHCARE CORP	COM NEW	88033G407	564	19555	SH	SOLE	19555	0	0
TERADATA CORP DEL	COM	88076W103	657	15058	SH	SOLE	15058	0	0
TERADYNE INC	COM	880770102	1198	30082	SH	SOLE	30082	0	0
TERRENO RLTY CORP	COM	88146M101	275	6534	SH	SOLE	6534	0	0
TESLA INC	COM	88160R101	29522	105488	SH	SOLE	105488	0	0
TETRA TECH INC NEW	COM	88162G103	469	7873	SH	SOLE	7873	0	0
TETRA TECHNOLOGIES INC DEL	COM	88162F105	39	16858	SH	SOLE	16858	0	0
TEXAS CAPITAL BANCSHARES INC	COM	88224Q107	577	10568	SH	SOLE	10568	0	0
TEXAS INSTRS INC	COM	882508104	82806	780670	SH	SOLE	780670	0	0
TEXAS ROADHOUSE INC	COM	882681109	821	13194	SH	SOLE	13194	0	0
TEXTRON INC	COM	883203101	2598	51281	SH	SOLE	51281	0	0
THE CHARLES SCHWAB CORPORATI	COM	808513105	14120	330213	SH	SOLE	330213	0	0
THE TRADE DESK INC	COM CL A	88339J105	717	3624	SH	SOLE	3624	0	0
THERAPEUTICSMD INC	COM	88338N107	497	101999	SH	SOLE	101999	0	0
THERAVANCE BIOPHARMA INC	COM	G8807B106	535	23588	SH	SOLE	23588	0	0
THERMO FISHER SCIENTIFIC INC	COM	883556102	17540	64081	SH	SOLE	64081	0	0
THIRD PT REINS LTD	COM	G8827U100	106	10212	SH	SOLE	10212	0	0
THOR INDS INC	COM	885160101	279	4480	SH	SOLE	4480	0	0
TIFFANY & CO NEW	COM	886547108	1384	13112	SH	SOLE	13112	0	0
TIMKEN CO	COM	887389104	261	5990	SH	SOLE	5990	0	0
TIVO CORP	COM	88870P106	156	16725	SH	SOLE	16725	0	0
TJX COS INC NEW	COM	872540109	10669	200516	SH	SOLE	200516	0	0
TOCAGEN INC	COM	888846102	109	10052	SH	SOLE	10052	0	0
TOLL BROTHERS INC	COM	889478103	415	11475	SH	SOLE	11475	0	0
TOMPKINS FINANCIAL CORPORATI	COM	890110109	9112	119787	SH	SOLE	119787	0	0
TOOTSIE ROLL INDS INC	COM	890516107	21801	585432	SH	SOLE	585432	0	0
TOPBUILD CORP	COM	89055F103	315	4858	SH	SOLE	4858	0	0
TORCHMARK CORP	COM	891027104	4562	55668	SH	SOLE	55668	0	0
TORO CO	COM	891092108	12796	185877	SH	SOLE	185877	0	0
TOTAL SYS SVCS INC	COM	891906109	1865	19632	SH	SOLE	19632	0	0
TRACTOR SUPPLY CO	COM	892356106	1431	14641	SH	SOLE	14641	0	0
TRANSDIGM GROUP INC	COM	893641100	2671	5883	SH	SOLE	5883	0	0
TRANSENTERIX INC	COM NEW	89366M201	43	17969	SH	SOLE	17969	0	0
TRANSLATE BIO INC	COM	89374L104	189	18544	SH	SOLE	18544	0	0
TRANSOCEAN LTD	REG SHS	H8817H100	635	72906	SH	SOLE	72906	0	0
TRAVELERS COMPANIES INC	COM	89417E109	33522	244404	SH	SOLE	244404	0	0
TRAVELPORT WORLDWIDE LTD	SHS	G9019D104	274	17425	SH	SOLE	17425	0	0
TREEHOUSE FOODS INC	COM	89469A104	310	4796	SH	SOLE	4796	0	0
TREX CO INC	COM	89531P105	517	8399	SH	SOLE	8399	0	0
TRI POINTE GROUP INC	COM	87265H109	344	27235	SH	SOLE	27235	0	0
TRICIDA INC	COM	89610F101	628	16249	SH	SOLE	16249	0	0
TRIMBLE INC	COM	896239100	890	22019	SH	SOLE	22019	0	0
TRINET GROUP INC	COM	896288107	295	4946	SH	SOLE	4946	0	0
TRINITY INDS INC	COM	896522109	255	11755	SH	SOLE	11755	0	0
TRINSEO S A	SHS	L9340P101	329	7271	SH	SOLE	7271	0	0
TRIPADVISOR INC	COM	896945201	668	12987	SH	SOLE	12987	0	0
TRONOX HOLDINGS PLC	SHS	G9087Q102	134	10182	SH	SOLE	10182	0	0
TRUECAR INC	COM	89785L107	68	10248	SH	SOLE	10248	0	0
TRUSTCO BK CORP N Y	COM	898349105	101	12965	SH	SOLE	12965	0	0
TRUSTMARK CORP	COM	898402102	700	20805	SH	SOLE	20805	0	0
TTM TECHNOLOGIES INC	COM	87305R109	151	12878	SH	SOLE	12878	0	0
TUPPERWARE BRANDS CORP	COM	899896104	243	9502	SH	SOLE	9502	0	0
TWILIO INC	CL A	90138F102	559	4327	SH	SOLE	4327	0	0
TWITTER INC	COM	90184L102	6010	182775	SH	SOLE	182775	0	0
TWO HBRS INVT CORP	COM NEW	90187B408	765	56565	SH	SOLE	56565	0	0
TYLER TECHNOLOGIES INC	COM	902252105	1004	4914	SH	SOLE	4914	0	0
TYME TECHNOLOGIES INC	COM	90238J103	20	11305	SH	SOLE	11305	0	0
TYSON FOODS INC	CL A	902494103	4091	58929	SH	SOLE	58929	0	0
U S SILICA HLDGS INC	COM	90346E103	260	14997	SH	SOLE	14997	0	0
UDR INC	COM	902653104	4299	94562	SH	SOLE	94562	0	0
UGI CORP NEW	COM	902681105	11240	202812	SH	SOLE	202812	0	0
ULTA BEAUTY INC	COM	90384S303	18011	51648	SH	SOLE	51648	0	0
ULTIMATE SOFTWARE GROUP INC	COM	90385D107	1341	4062	SH	SOLE	4062	0	0
ULTRA PETROLEUM CORP	COM NEW	903914208	11	17312	SH	SOLE	17312	0	0
ULTRAGENYX PHARMACEUTICAL IN	COM	90400D108	1872	26991	SH	SOLE	26991	0	0
UMB FINL CORP	COM	902788108	19761	308569	SH	SOLE	308569	0	0
UMPQUA HLDGS CORP	COM	904214103	765	46390	SH	SOLE	46390	0	0
UNDER ARMOUR INC	CL A	904311107	2808	132819	SH	SOLE	132819	0	0
UNDER ARMOUR INC	CL C	904311206	431	22835	SH	SOLE	22835	0	0
UNIFIRST CORP MASS	COM	904708104	323	2103	SH	SOLE	2103	0	0
UNION BANKSHARES CORP NEW	COM	90539J109	271	8378	SH	SOLE	8378	0	0
UNION PACIFIC CORP	COM	907818108	19961	119385	SH	SOLE	119385	0	0
UNIQURE NV	SHS	N90064101	762	12782	SH	SOLE	12782	0	0
UNITED BANKSHARES INC WEST V	COM	909907107	21224	585641	SH	SOLE	585641	0	0
UNITED CMNTY BKS BLAIRSVLE G	COM	90984P303	270	10811	SH	SOLE	10811	0	0
UNITED CONTL HLDGS INC	COM	910047109	17739	222349	SH	SOLE	222349	0	0
UNITED PARCEL SERVICE INC	CL B	911312106	9409	84203	SH	SOLE	84203	0	0
UNITED RENTALS INC	COM	911363109	3208	28083	SH	SOLE	28083	0	0
UNITED STATES STL CORP NEW	COM	912909108	488	25044	SH	SOLE	25044	0	0
UNITED TECHNOLOGIES CORP	COM	913017109	116686	905315	SH	SOLE	905315	0	0
UNITED THERAPEUTICS CORP DEL	COM	91307C102	2375	20236	SH	SOLE	20236	0	0
UNITEDHEALTH GROUP INC	COM	91324P102	84901	343367	SH	SOLE	343367	0	0
UNITI GROUP INC	COM	91325V108	621	55533	SH	SOLE	55533	0	0
UNITY BIOTECHNOLOGY INC	COM	91381U101	139	17083	SH	SOLE	17083	0	0
UNIVERSAL CORP VA	COM	913456109	9365	162508	SH	SOLE	162508	0	0
UNIVERSAL DISPLAY CORP	COM	91347P105	1123	7345	SH	SOLE	7345	0	0
UNIVERSAL FST PRODS INC	COM	913543104	247	8273	SH	SOLE	8273	0	0
UNIVERSAL HEALTH RLTY INCM T	SH BEN INT	91359E105	9743	128693	SH	SOLE	128693	0	0
UNIVERSAL HLTH SVCS INC	CL B	913903100	2094	15652	SH	SOLE	15652	0	0
UNUM GROUP	COM	91529Y106	3948	116711	SH	SOLE	116711	0	0
UNUM THERAPEUTICS INC	COM	903214104	54	12281	SH	SOLE	12281	0	0
URANIUM ENERGY CORP	COM	916896103	27	18942	SH	SOLE	18942	0	0
URBAN EDGE PPTYS	COM	91704F104	899	47306	SH	SOLE	47306	0	0
UROGEN PHARMA LTD	COM	M96088105	257	6955	SH	SOLE	6955	0	0
URSTADT BIDDLE PPTYS INC	CL A	917286205	9610	465616	SH	SOLE	465616	0	0
US BANCORP DEL	COM NEW	902973304	18248	378672	SH	SOLE	378672	0	0
V F CORP	COM	918204108	79448	914137	SH	SOLE	914137	0	0
VALERO ENERGY CORP NEW	COM	91913Y100	8834	104143	SH	SOLE	104143	0	0
VALLEY NATL BANCORP	COM	919794107	1005	104950	SH	SOLE	104950	0	0
VALMONT INDS INC	COM	920253101	251	1926	SH	SOLE	1926	0	0
VALVOLINE INC	COM	92047W101	502	27028	SH	SOLE	27028	0	0
VANDA PHARMACEUTICALS INC	COM	921659108	460	24981	SH	SOLE	24981	0	0
VANECK VECTORS ETF TR	GOLD MINERS ETF	92189F106	7579	338038	SH	SOLE	338038	0	0
VARIAN MED SYS INC	COM	92220P105	2010	14180	SH	SOLE	14180	0	0
VECTOR GROUP LTD	COM	92240M108	8788	814462	SH	SOLE	814462	0	0
VEEVA SYS INC	CL A COM	922475108	720	5679	SH	SOLE	5679	0	0
VENTAS INC	COM	92276F100	8446	132363	SH	SOLE	132363	0	0
VERACYTE INC	COM	92337F107	426	17040	SH	SOLE	17040	0	0
VERASTEM INC	COM	92337C104	96	32539	SH	SOLE	32539	0	0
VEREIT INC	COM	92339V100	1844	220298	SH	SOLE	220298	0	0
VERINT SYS INC	COM	92343X100	598	9993	SH	SOLE	9993	0	0
VERISIGN INC	COM	92343E102	19152	105486	SH	SOLE	105486	0	0
VERISK ANALYTICS INC	COM	92345Y106	15863	119273	SH	SOLE	119273	0	0
VERIZON COMMUNICATIONS INC	COM	92343V104	43700	739045	SH	SOLE	739045	0	0
VERSUM MATLS INC	COM	92532W103	950	18886	SH	SOLE	18886	0	0
VERTEX PHARMACEUTICALS INC	COM	92532F100	54562	296615	SH	SOLE	296615	0	0
VIACOM INC NEW	CL B	92553P201	3627	129204	SH	SOLE	129204	0	0
VIASAT INC	COM	92552V100	1044	13473	SH	SOLE	13473	0	0
VIAVI SOLUTIONS INC	COM	925550105	523	42260	SH	SOLE	42260	0	0
VICI PPTYS INC	COM	925652109	1791	81860	SH	SOLE	81860	0	0
VIPSHOP HLDGS LTD	SPONSORED ADS A	92763W103	2591	322606	SH	SOLE	322606	0	0
VIRTUSA CORP	COM	92827P102	208	3883	SH	SOLE	3883	0	0
VISA INC	COM CL A	92826C839	98599	631278	SH	SOLE	631278	0	0
VISHAY INTERTECHNOLOGY INC	COM	928298108	480	26015	SH	SOLE	26015	0	0
VMWARE INC	CL A COM	928563402	624	3459	SH	SOLE	3459	0	0
VONAGE HLDGS CORP	COM	92886T201	311	30974	SH	SOLE	30974	0	0
VORNADO RLTY TR	SH BEN INT	929042109	4013	59510	SH	SOLE	59510	0	0
VOYA FINL INC	COM	929089100	966	19338	SH	SOLE	19338	0	0
VOYAGER THERAPEUTICS INC	COM	92915B106	257	13413	SH	SOLE	13413	0	0
VULCAN MATLS CO	COM	929160109	2691	22726	SH	SOLE	22726	0	0
W & T OFFSHORE INC	COM	92922P106	70	10085	SH	SOLE	10085	0	0
W P CAREY INC	COM	92936U109	2867	36603	SH	SOLE	36603	0	0
WABTEC CORP	COM	929740108	1246	16908	SH	SOLE	16908	0	0
WADDELL & REED FINL INC	CL A	930059100	180	10437	SH	SOLE	10437	0	0
WAGEWORKS INC	COM	930427109	206	5455	SH	SOLE	5455	0	0
WALGREENS BOOTS ALLIANCE INC	COM	931427108	120079	1897887	SH	SOLE	1897887	0	0
WALMART INC	COM	931142103	107332	1100505	SH	SOLE	1100505	0	0
WASHINGTON FED INC	COM	938824109	748	25884	SH	SOLE	25884	0	0
WASHINGTON PRIME GROUP NEW	COM	93964W108	147	26004	SH	SOLE	26004	0	0
WASHINGTON REAL ESTATE INVT	SH BEN INT	939653101	828	29160	SH	SOLE	29160	0	0
WASTE MGMT INC DEL	COM	94106L109	8295	79829	SH	SOLE	79829	0	0
WATERS CORP	COM	941848103	2816	11186	SH	SOLE	11186	0	0
WATSCO INC	COM	942622200	404	2819	SH	SOLE	2819	0	0
WATTS WATER TECHNOLOGIES INC	CL A	942749102	308	3816	SH	SOLE	3816	0	0
WAVE LIFE SCIENCES LTD	SHS	Y95308105	527	13570	SH	SOLE	13570	0	0
WAYFAIR INC	CL A	94419L101	3095	20847	SH	SOLE	20847	0	0
WD-40 CO	COM	929236107	319	1882	SH	SOLE	1882	0	0
WEATHERFORD INTL PLC	ORD SHS	G48833100	44	63302	SH	SOLE	63302	0	0
WEBSTER FINL CORP CONN	COM	947890109	983	19404	SH	SOLE	19404	0	0
WEC ENERGY GROUP INC	COM	92939U106	4915	62155	SH	SOLE	62155	0	0
WEINGARTEN RLTY INVS	SH BEN INT	948741103	1090	37101	SH	SOLE	37101	0	0
WELLCARE HEALTH PLANS INC	COM	94946T106	2439	9040	SH	SOLE	9040	0	0
WELLS FARGO CO NEW	COM	949746101	52625	1089099	SH	SOLE	1089099	0	0
WELLTOWER INC	COM	95040Q104	13417	172896	SH	SOLE	172896	0	0
WENDYS CO	COM	95058W100	284	15868	SH	SOLE	15868	0	0
WERNER ENTERPRISES INC	COM	950755108	296	8682	SH	SOLE	8682	0	0
WESBANCO INC	COM	950810101	226	5683	SH	SOLE	5683	0	0
WEST PHARMACEUTICAL SVSC INC	COM	955306105	12020	109074	SH	SOLE	109074	0	0
WESTAMERICA BANCORPORATION	COM	957090103	221	3576	SH	SOLE	3576	0	0
WESTERN ALLIANCE BANCORP	COM	957638109	505	12313	SH	SOLE	12313	0	0
WESTERN DIGITAL CORP	COM	958102105	10778	224254	SH	SOLE	224254	0	0
WESTERN UN CO	COM	959802109	2804	151806	SH	SOLE	151806	0	0
WESTLAKE CHEM CORP	COM	960413102	219	3233	SH	SOLE	3233	0	0
WESTROCK CO	COM	96145D105	3807	99275	SH	SOLE	99275	0	0
WEX INC	COM	96208T104	724	3773	SH	SOLE	3773	0	0
WEYERHAEUSER CO	COM	962166104	8942	339483	SH	SOLE	339483	0	0
WHIRLPOOL CORP	COM	963320106	1008	7582	SH	SOLE	7582	0	0
WHITE MTNS INS GROUP LTD	COM	G9618E107	376	406	SH	SOLE	406	0	0
WHITING PETE CORP NEW	COM NEW	966387409	213	8135	SH	SOLE	8135	0	0
WILEY JOHN & SONS INC	CL A	968223206	9323	210841	SH	SOLE	210841	0	0
WILLIAMS COS INC DEL	COM	969457100	6266	218177	SH	SOLE	218177	0	0
WILLIAMS SONOMA INC	COM	969904101	396	7042	SH	SOLE	7042	0	0
WILLIS TOWERS WATSON PUB LTD	SHS	G96629103	19510	111072	SH	SOLE	111072	0	0
WINGSTOP INC	COM	974155103	304	4002	SH	SOLE	4002	0	0
WINTRUST FINL CORP	COM	97650W108	800	11880	SH	SOLE	11880	0	0
WISDOMTREE INVTS INC	COM	97717P104	114	16113	SH	SOLE	16113	0	0
WOLVERINE WORLD WIDE INC	COM	978097103	461	12895	SH	SOLE	12895	0	0
WOODWARD INC	COM	980745103	1016	10710	SH	SOLE	10710	0	0
WORKDAY INC	CL A	98138H101	19054	98803	SH	SOLE	98803	0	0
WORLD FUEL SVCS CORP	COM	981475106	490	16970	SH	SOLE	16970	0	0
WORLD WRESTLING ENTMT INC	CL A	98156Q108	720	8295	SH	SOLE	8295	0	0
WORTHINGTON INDS INC	COM	981811102	376	10077	SH	SOLE	10077	0	0
WPX ENERGY INC	COM	98212B103	741	56502	SH	SOLE	56502	0	0
WRIGHT MED GROUP N V	ORD SHS	N96617118	425	13521	SH	SOLE	13521	0	0
WSFS FINL CORP	COM	929328102	213	5514	SH	SOLE	5514	0	0
WYNDHAM DESTINATIONS INC	COM	98310W108	335	8276	SH	SOLE	8276	0	0
WYNDHAM HOTELS & RESORTS INC	COM	98311A105	428	8568	SH	SOLE	8568	0	0
WYNN RESORTS LTD	COM	983134107	9214	77225	SH	SOLE	77225	0	0
XCEL ENERGY INC	COM	98389B100	24010	427151	SH	SOLE	427151	0	0
XENCOR INC	COM	98401F105	752	24201	SH	SOLE	24201	0	0
XENIA HOTELS & RESORTS INC	COM	984017103	830	37891	SH	SOLE	37891	0	0
XERIS PHARMACEUTICALS INC	COM	98422L107	114	11321	SH	SOLE	11321	0	0
XEROX CORP	COM NEW	984121608	1035	32369	SH	SOLE	32369	0	0
